,Author,Title,State,District,Description,DateBan
94,"Burgess, Anthony",A Clockwork Orange,Florida,Clay County District Schools,"Banned/Removed, Pending Oversight Committee, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
95,"Meyer, Marissa",Archenemies,Florida,Clay County District Schools,"Retained/Restricted, Pending Oversight Committee, Restricted to HS, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
96,"Stoeve, Ray",Arden Grey,Florida,Clay County District Schools,"Retained/Restricted, Pending Oversight Committee, Restricted to HS, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
97,"Emezi, Akwaeke",Bitter,Florida,Clay County District Schools,"Retained/Restricted, Pending Oversight Committee, Restricted to HS, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
98,"Maguire, Gregory",Cress Watercress,Florida,Clay County District Schools,"Retained/Restricted, Pending Oversight Committee, Restricted to HS, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
99,"Chevalier, Tracy",Girl With a Pearl Earring,Florida,Clay County District Schools,"Banned/Removed, Pending Oversight Committee, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
100,"Mafi, Tahereh",Ignite Me,Florida,Clay County District Schools,"Banned/Removed, Pending Oversight Committee, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
101,"Chbosky, Stephen",Imaginary Friend,Florida,Clay County District Schools,"Banned/Removed, Pending Oversight Committee, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
102,"Koontz, Dean R.",Intensity,Florida,Clay County District Schools,"Banned/Removed, Pending Oversight Committee, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
103,"Taylor, Jazz",Meow or Never,Florida,Clay County District Schools,"Still in Process, Pending Oversight Committee, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
104,"Myers, Walter Dean",Monster,Florida,Clay County District Schools,"Retained/Restricted, Pending Oversight Committee, Restricted to MS and HS, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
105,"Schaeffer, Rebecca",Not Even Bones,Florida,Clay County District Schools,"Banned/Removed, Pending Oversight Committee, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
106,"Quach, Michelle",Not Here to be Liked,Florida,Clay County District Schools,"Retained/Restricted, Pending Oversight Committee, Restricted to MS and HS, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
107,"Stone, Nic",Odd One Out,Florida,Clay County District Schools,"Banned/Removed, Pending Oversight Committee, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
108,"Emerson, Marcus",Recess Warriors: Hero Is A Four-Letter Word,Florida,Clay County District Schools,"Retained, Pending Oversight Committee, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
109,"Rivers, Francine",Redeeming Love,Florida,Clay County District Schools,"Retained/Restricted, Pending Oversight Committee, Restricted to HS, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
110,"Cast, P. C.",Revealed,Florida,Clay County District Schools,"Banned/Removed, Pending Oversight Committee, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
111,"Dahl, Roald",Revolting Rhymes,Florida,Clay County District Schools,"Retained/Restricted, Pending Oversight Committee, Restricted to MS and HS, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
112,"Koontz, Dean R.",Saint Odd,Florida,Clay County District Schools,"Retained/Restricted, Pending Oversight Committee, Restricted to HS, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
113,"Stiefvater, Maggie",Sinner,Florida,Clay County District Schools,"Retained/Restricted, Pending Oversight Committee, Restricted to HS, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
114,"Burgess, Melvin",Smack,Florida,Clay County District Schools,"Retained/Restricted, Pending Oversight Committee, Restricted to HS, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
115,"Ahdieh, Renée",Smoke in the Sun,Florida,Clay County District Schools,"Banned/Removed, Pending Oversight Committee, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
116,"Dayton, Arwen Elys","Stronger, Faster, and More Beautiful",Florida,Clay County District Schools,"Banned/Removed, Pending Oversight Committee, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
117,"Drake, Julia",The Last True Poets of the Sea,Florida,Clay County District Schools,"Banned/Removed, Pending Oversight Committee, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
118,"Riordan, Rick",The Serpents Shadow,Florida,Clay County District Schools,"Retained/Restricted, Pending Oversight Committee, Restricted to HS, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
119,"Douglass, Ryan",The Taking of Jake Livingston,Florida,Clay County District Schools,"Banned/Removed, Pending Oversight Committee, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
120,"Koontz, Dean R.",The Voice of the Night,Florida,Clay County District Schools,"Banned/Removed, Pending Oversight Committee, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
121,"Perkins, Stephanie",There's Someone Inside Your House,Florida,Clay County District Schools,"Banned/Removed, Pending Oversight Committee, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
122,"Prince, Liz",Tomboy: A Graphic Memoir,Florida,Clay County District Schools,"Retained/Restricted, Pending Oversight Committee, Restricted to HS, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
123,"Blake, Kendare",Two Dark Reigns,Florida,Clay County District Schools,"Retained/Restricted, Pending Oversight Committee, Restricted to HS, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
124,"Koontz, Dean R.",Whispers,Florida,Clay County District Schools,"Banned/Removed, Pending Oversight Committee, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
125,"Goodkind, Terry",Wizard's First Rule,Florida,Clay County District Schools,"Banned/Removed, Pending Oversight Committee, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
126,"Palacio, R.J.",Wonder,Florida,Clay County District Schools,"Retained, Pending Oversight Committee, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2024-2-01
127,"Orwell, George",1984: The Graphic Novel,Florida,Clay County District Schools,"Still in Process, Pending Oversight Committee, https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing",2023-11-01
128,"Thompson, Craig",Blankets,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2024-1-01
129,"Feder, Tyler",Bodies Are Cool,Utah,Davis School District,"Retained, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2023-12-01
130,"Lyga, Barry",Boy Toy,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2023-12-01
131,"Cast, P. C.",Chosen,Utah,Davis School District,"House of Night, Still in Process, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2023-5-01
132,"Hopkinson, Deborah",Cinderella and a Mouse Called Fred,Utah,Davis School District,"Retained, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2024-1-01
133,"Ginsberg, Allen",Allen Ginsburg Collected Poems 1947-1980,Utah,Davis School District,"Weeded/Deselected, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2024-1-01
134,"García, Cristina",Dreaming in Cuban,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2023-12-01
135,"Callender, Kacen",Felix Ever After,Utah,Davis School District,"Retained, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2024-1-01
136,"Curato, Mike",Flamer,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2023-12-01
137,"Gottfred, B. T.",Forever for a Year,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2023-12-01
138,"Armentrout, Jennifer L.",From Blood and Ash,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2023-12-01
139,"Adichie, Chimamanda Ngozi",Half of a Yellow Sun,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2023-10-01
140,"Gyasi, Yaa",Homegoing,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2023-12-01
141,"Hoover, Colleen",It Ends With Us,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2023-12-01
142,"Lo, Malinda",Last Night at the Telegraph Club,Utah,Davis School District,"Retained/Restricted, Sensitive Materials Review Request, Restricted to HS, https://www.davis.k12.ut.us/academics/library/library",2023-5-01
143,"Frank, E. R.",Life is Funny,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2023-12-01
144,"Nazemian, Abdi",Like a Love Story,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2023-12-01
145,"Genhart, Michael",Love Is Love: An Important LGBTQ Pride Book for Kids About Gay Parents and Diverse Families,Utah,Davis School District,"Retained, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2024-1-01
146,"Palahniuk, Chuck",Lullaby,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2023-12-01
147,"McCarthy, Cory",Man o' War,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2023-12-01
148,"Picoult, Jodi",Nineteen Minutes,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2023-12-01
149,"Hopkins, Ellen",People Kill People,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2023-12-01
150,"Woodson, Jacqueline",Red at the Bone,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2023-12-01
151,"Hopkins, Ellen",Smoke,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2023-12-01
152,"Anderson, Laurie Halse",Speak,Utah,Davis School District,"Retained/Restricted, Sensitive Materials Review Request, Restricted to MS and HS, https://www.davis.k12.ut.us/academics/library/library",2023-10-01
153,"Stein, Garth",The Art of Racing in the Rain,Utah,Davis School District,"Still in Process, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2023-5-01
154,"Atta, Dean",The Black Flamingo,Utah,Davis School District,"Retained/Restricted, Sensitive Materials Review Request, Restricted to MS and HS, https://www.davis.k12.ut.us/academics/library/library",2023-12-01
155,"Clare, Cassandra",Clockwork Princess,Utah,Davis School District,"Retained, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2023-3-01
156,"Keplinger, Kody",The DUFF: Designated Ugly Fat Friend,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2023-12-01
157,"Malamud, Bernard",The Fixer,Utah,Davis School District,"Retained, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2024-1-01
158,"Atwood, Margaret",The Handmaid's Tale: The Graphic Novel,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2023-12-01
159,"Sebold, Alice",The Lovely Bones,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request - UPDATE 2.24 Decision still reads retained in short list - long list, removed, https://www.davis.k12.ut.us/academics/library/library",2023-10-01
160,"Rutkoski, Marie",The Midnight Lie,Utah,Davis School District,"Retained, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2024-1-01
161,Unknown,The Quran,Utah,Davis School District,"Retained, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2024-1-01
162,"Kaur, Rupi",The Sun and Her Flowers,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2023-12-01
163,"Maguire, Gregory",Wicked: The Life and Times of the Wicked Witch of the West,Utah,Davis School District,"The Wicked Years, Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2023-12-01
164,"Arnold, Elana K.",Infandous,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2022-11-01
165,"Arnold, Elana K.",What Girls Are Made Of,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2022-11-01
166,"Atwood, Margaret",Oryx and Crake,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2022-11-01
167,"Atwood, Margaret",The Handmaid's Tale,Utah,Davis School District,"Retained/Restricted, Sensitive Materials Review Request, Restricted to HS with parent permission, https://www.davis.k12.ut.us/academics/library/library",2023-11-01
168,"Choi, Mary H.K.",Emergency Contact,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2022-10-01
169,"Evison, Jonathan",Lawn Boy,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2023-10-01
170,"Maas, Sarah J.",A Court of Thorns and Roses,Utah,Davis School District,"A Court of Thorns and Roses, Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2022-11-01
171,"Maas, Sarah J.",A Court of Wings and Ruin,Utah,Davis School District,"A Court of Thorns and Roses, Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2022-11-01
172,"Maas, Sarah J.",Empire of Storms,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2022-12-01
173,"Maas, Sarah J.",House of Earth and Blood,Utah,Davis School District,"Crescent City, Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2022-11-01
174,"Maas, Sarah J.",Kingdom of Ash,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2022-11-01
175,"Maas, Sarah J.",Tower of Dawn,Utah,Davis School District,"Throne of Glass, Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2022-12-01
176,"Foley, Jessie Ann",The Carnival at Bray,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2022-11-01
177,"Hoover, Colleen",Ugly Love,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2022-11-01
178,"Hopkins, Ellen",Collateral,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2022-11-01
179,"Hopkins, Ellen",Fallout,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2022-12-01
180,"Hopkins, Ellen",Glass,Utah,Davis School District,"Crank, Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2022-12-01
181,"Hopkins, Ellen",Perfect,Utah,Davis School District,"Impulse, Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2022-12-01
182,"Hopkins, Ellen",Rumble,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2022-11-01
